event_type,msg_len,app_installed,delivery_retry_score,label_channel
KYC Reminder,324,0,1,Email
Fraud Alert,79,1,0,SMS
Monthly Statement,134,0,0,Email
Login OTP,5,1,2,SMS
Payment Confirmation,191,0,1,Email
KYC Reminder,332,1,1,Push Notification
Fraud Alert,70,1,0,SMS
Login OTP,12,1,0,SMS
Fraud Alert,73,1,0,SMS
KYC Reminder,126,1,1,Push Notification
Credit Card Bill Reminder,222,1,0,Push Notification
Monthly Statement,38,1,1,Push Notification
Fraud Alert,115,1,2,SMS
Payment Confirmation,67,1,2,Push Notification
Low Balance Alert,49,1,0,Email
Credit Card Bill Reminder,281,0,0,Email
Credit Card Bill Reminder,312,0,0,Email
Payment Confirmation,21,0,1,Email
Transaction OTP,12,0,0,Email
Fraud Alert,95,1,0,Email
Low Balance Alert,90,0,0,Email
Login OTP,9,0,0,SMS
Transaction OTP,6,1,2,Push Notification
Payment Confirmation,145,1,0,Email
KYC Reminder,298,0,0,Push Notification
Credit Card Bill Reminder,156,1,1,Push Notification
Login OTP,4,1,1,SMS
Beneficiary Added Alert,31,0,1,WhatsApp
Reward Points Update,90,1,2,Email
Login OTP,10,0,1,SMS
Reward Points Update,200,1,0,Email
Low Balance Alert,42,0,2,Email
Monthly Statement,29,1,0,Push Notification
Reward Points Update,115,1,0,Push Notification
Credit Card Bill Reminder,316,1,1,Email
Low Balance Alert,44,1,1,Push Notification
Credit Card Bill Reminder,122,0,0,Email
Beneficiary Added Alert,55,0,0,WhatsApp
Monthly Statement,95,0,1,Email
Login OTP,7,1,0,SMS
Beneficiary Added Alert,35,1,0,WhatsApp
Payment Confirmation,191,1,0,Push Notification
Low Balance Alert,50,1,0,Email
Credit Card Bill Reminder,227,0,0,Email
Reward Points Update,150,1,0,Push Notification
Beneficiary Added Alert,97,0,1,WhatsApp
Reward Points Update,172,0,1,Email
Transaction OTP,11,0,1,Email
Reward Points Update,35,0,1,Email
Fraud Alert,90,1,0,SMS
Monthly Statement,173,1,0,Push Notification
Login OTP,10,1,0,SMS
KYC Reminder,296,1,0,Push Notification
Beneficiary Added Alert,45,0,0,SMS
KYC Reminder,204,1,1,Push Notification
Reward Points Update,34,1,1,Email
Transaction OTP,10,0,0,Email
KYC Reminder,161,1,0,Push Notification
Credit Card Bill Reminder,331,0,1,Email
Beneficiary Added Alert,108,0,1,WhatsApp
Payment Confirmation,69,1,1,Push Notification
Fraud Alert,50,1,0,SMS
Transaction OTP,6,1,0,Push Notification
Reward Points Update,24,1,0,Email
Low Balance Alert,35,1,1,Email
Fraud Alert,76,1,0,SMS
Beneficiary Added Alert,95,1,2,WhatsApp
Transaction OTP,12,1,0,Email
Fraud Alert,59,1,2,SMS
Low Balance Alert,36,1,1,SMS
Payment Confirmation,92,1,2,Email
Beneficiary Added Alert,42,1,1,WhatsApp
Payment Confirmation,134,0,0,Email
Credit Card Bill Reminder,320,1,1,Push Notification
Fraud Alert,109,1,0,SMS
Credit Card Bill Reminder,312,0,0,Email
Credit Card Bill Reminder,311,0,0,Email
Beneficiary Added Alert,120,1,1,WhatsApp
Payment Confirmation,45,0,0,Email
Beneficiary Added Alert,120,1,1,WhatsApp
Reward Points Update,198,0,1,Email
KYC Reminder,123,0,1,Push Notification
Payment Confirmation,87,1,0,Email
Transaction OTP,5,0,2,Email
KYC Reminder,162,1,0,Push Notification
Low Balance Alert,48,0,1,Email
Transaction OTP,4,0,1,Email
Reward Points Update,101,0,1,Email
Monthly Statement,87,1,2,Push Notification
Login OTP,12,1,0,SMS
Beneficiary Added Alert,63,0,3,WhatsApp
Reward Points Update,77,0,1,Email
Transaction OTP,10,1,1,Push Notification
Beneficiary Added Alert,28,0,1,WhatsApp
Login OTP,9,1,0,SMS
Credit Card Bill Reminder,166,0,0,Email
Login OTP,4,0,0,SMS
KYC Reminder,209,1,0,Push Notification
Fraud Alert,41,1,0,SMS
Low Balance Alert,31,0,1,Email
Low Balance Alert,110,1,0,Push Notification
Transaction OTP,11,0,0,Email
Beneficiary Added Alert,98,1,0,WhatsApp
Payment Confirmation,36,1,0,Push Notification
Monthly Statement,69,1,0,Push Notification
Fraud Alert,81,1,0,SMS
Fraud Alert,45,0,1,SMS
Login OTP,6,1,1,SMS
Fraud Alert,90,0,1,WhatsApp
KYC Reminder,149,0,1,Push Notification
Credit Card Bill Reminder,253,1,1,Push Notification
KYC Reminder,225,1,1,Push Notification
Reward Points Update,158,1,0,Email
Low Balance Alert,71,0,1,Email
Monthly Statement,111,1,0,Email
Transaction OTP,6,1,1,Email
Monthly Statement,58,1,1,Email
Reward Points Update,36,1,1,Push Notification
Payment Confirmation,29,1,2,Email
Low Balance Alert,114,1,1,Email
Monthly Statement,184,1,0,Email
Login OTP,6,1,2,SMS
Monthly Statement,198,1,0,Push Notification
Monthly Statement,156,1,2,Push Notification
KYC Reminder,264,1,2,Push Notification
KYC Reminder,257,1,0,Push Notification
Reward Points Update,52,1,0,Push Notification
Fraud Alert,55,1,0,SMS
Monthly Statement,53,1,2,Email
Payment Confirmation,108,1,1,Push Notification
KYC Reminder,137,0,0,Push Notification
Beneficiary Added Alert,119,0,2,WhatsApp
Fraud Alert,61,0,1,SMS
Low Balance Alert,32,1,2,Push Notification
Beneficiary Added Alert,71,1,2,WhatsApp
Payment Confirmation,28,1,1,Push Notification
KYC Reminder,170,1,0,Push Notification
KYC Reminder,167,1,1,Push Notification
Credit Card Bill Reminder,305,1,0,Email
Low Balance Alert,80,1,0,Push Notification
Low Balance Alert,40,0,1,Email
Payment Confirmation,70,1,1,Email
KYC Reminder,216,0,0,Email
Reward Points Update,47,1,2,Push Notification
Fraud Alert,109,1,2,SMS
Beneficiary Added Alert,118,0,0,WhatsApp
Credit Card Bill Reminder,272,1,1,Push Notification
Transaction OTP,7,0,2,Email
Payment Confirmation,61,1,1,Email
Beneficiary Added Alert,97,0,1,WhatsApp
Login OTP,4,1,1,SMS
Low Balance Alert,49,1,1,Email
Monthly Statement,54,1,0,Push Notification
Reward Points Update,169,1,0,Email
Fraud Alert,90,1,0,SMS
KYC Reminder,201,1,1,Push Notification
KYC Reminder,311,1,0,Push Notification
Payment Confirmation,136,0,2,Email
Reward Points Update,161,1,0,Push Notification
Transaction OTP,12,1,1,Push Notification
KYC Reminder,303,0,1,Push Notification
Beneficiary Added Alert,36,1,0,WhatsApp
Reward Points Update,79,0,0,Email
Transaction OTP,12,0,0,Email
Payment Confirmation,141,0,1,Email
Low Balance Alert,91,0,1,Email
KYC Reminder,331,1,0,Push Notification
Reward Points Update,196,0,1,Email
KYC Reminder,172,0,0,Push Notification
Beneficiary Added Alert,42,1,0,WhatsApp
Transaction OTP,10,1,0,Push Notification
Beneficiary Added Alert,105,1,1,WhatsApp
Fraud Alert,91,1,0,SMS
Reward Points Update,184,0,0,Email
Low Balance Alert,62,0,0,Email
Beneficiary Added Alert,39,1,1,WhatsApp
Low Balance Alert,59,1,2,Push Notification
Beneficiary Added Alert,96,0,0,WhatsApp
Transaction OTP,10,1,1,Push Notification
Fraud Alert,108,1,0,Push Notification
Credit Card Bill Reminder,216,1,0,Email
Transaction OTP,5,0,0,Email
Fraud Alert,23,0,1,SMS
Reward Points Update,167,0,0,SMS
KYC Reminder,188,0,0,Push Notification
KYC Reminder,314,1,0,Push Notification
Login OTP,11,0,1,SMS
Reward Points Update,25,1,0,Push Notification
Monthly Statement,185,0,1,Email
Monthly Statement,48,0,1,Email
Low Balance Alert,63,0,0,Email
Reward Points Update,56,1,1,Push Notification
Beneficiary Added Alert,71,1,0,WhatsApp
Beneficiary Added Alert,107,1,1,WhatsApp
Payment Confirmation,67,1,2,Push Notification
Reward Points Update,117,1,0,Email
Payment Confirmation,142,0,0,Email
Payment Confirmation,88,0,0,Email
Monthly Statement,90,0,2,Email
Transaction OTP,11,1,1,Email
Fraud Alert,119,1,1,SMS
Payment Confirmation,62,1,0,Push Notification
Transaction OTP,8,1,0,Email
Low Balance Alert,120,1,1,Push Notification
KYC Reminder,311,1,1,Push Notification
Login OTP,11,1,0,SMS
Credit Card Bill Reminder,269,1,0,Push Notification
Beneficiary Added Alert,106,1,0,WhatsApp
Monthly Statement,135,0,0,Email
Fraud Alert,99,0,0,SMS
Beneficiary Added Alert,117,1,1,WhatsApp
Monthly Statement,25,0,1,Email
Low Balance Alert,111,1,0,Email
Monthly Statement,155,0,0,Email
Beneficiary Added Alert,25,1,1,WhatsApp
KYC Reminder,102,1,1,Push Notification
Transaction OTP,12,0,2,Email
KYC Reminder,338,0,0,Push Notification
Transaction OTP,9,1,1,Email
KYC Reminder,189,0,0,Push Notification
Login OTP,5,0,2,SMS
Reward Points Update,44,1,0,Email
Reward Points Update,146,0,1,Email
KYC Reminder,165,1,0,Push Notification
Login OTP,7,0,0,SMS
Credit Card Bill Reminder,258,1,1,Push Notification
Login OTP,5,0,1,SMS
Low Balance Alert,108,0,0,SMS
Low Balance Alert,96,1,0,Push Notification
Payment Confirmation,192,1,0,Push Notification
Beneficiary Added Alert,85,0,1,WhatsApp
KYC Reminder,301,1,1,Push Notification
Low Balance Alert,115,0,0,Email
Transaction OTP,7,0,0,Email
Credit Card Bill Reminder,130,1,0,Push Notification
Credit Card Bill Reminder,259,0,0,Email
Reward Points Update,93,0,1,Email
Monthly Statement,131,0,2,Email
KYC Reminder,187,0,1,Push Notification
KYC Reminder,213,0,1,Push Notification
Beneficiary Added Alert,45,0,1,WhatsApp
Beneficiary Added Alert,45,1,0,WhatsApp
Fraud Alert,48,0,1,SMS
Login OTP,8,1,0,SMS
Fraud Alert,52,0,1,SMS
Monthly Statement,142,0,0,Email
Fraud Alert,48,0,1,SMS
Payment Confirmation,79,1,0,SMS
Fraud Alert,103,0,0,SMS
Credit Card Bill Reminder,216,0,1,Email
Login OTP,4,1,0,SMS
Payment Confirmation,187,1,0,Push Notification
Credit Card Bill Reminder,302,0,0,Email
Fraud Alert,99,0,2,SMS
KYC Reminder,331,1,1,Push Notification
Fraud Alert,109,1,0,WhatsApp
Beneficiary Added Alert,51,1,2,WhatsApp
Payment Confirmation,114,1,0,Push Notification
Monthly Statement,161,1,0,Push Notification
Monthly Statement,117,0,1,Email
Reward Points Update,184,1,0,Push Notification
Transaction OTP,6,1,0,Email
Monthly Statement,78,1,0,Push Notification
Credit Card Bill Reminder,241,1,1,Push Notification
Payment Confirmation,125,1,1,Email
Low Balance Alert,112,0,0,Email
Payment Confirmation,65,1,0,Push Notification
KYC Reminder,279,0,1,Push Notification
Payment Confirmation,165,0,0,Email
KYC Reminder,346,0,0,Push Notification
Low Balance Alert,67,1,0,Push Notification
KYC Reminder,276,0,0,Push Notification
Monthly Statement,99,1,0,Push Notification
Credit Card Bill Reminder,219,0,1,Email
Credit Card Bill Reminder,306,0,2,Email
KYC Reminder,183,1,1,Push Notification
Low Balance Alert,107,0,2,SMS
Payment Confirmation,188,0,2,Email
Low Balance Alert,84,0,0,Push Notification
Transaction OTP,8,1,2,Push Notification
Monthly Statement,56,0,0,Email
Reward Points Update,161,1,0,Push Notification
Credit Card Bill Reminder,305,1,0,Email
Monthly Statement,81,1,0,Push Notification
Low Balance Alert,23,0,1,Email
Fraud Alert,44,0,1,SMS
Login OTP,9,1,2,SMS
Low Balance Alert,21,1,1,Push Notification
Transaction OTP,10,0,0,Email
Low Balance Alert,106,1,0,Push Notification
Payment Confirmation,155,0,0,Email
Payment Confirmation,196,1,0,Email
Beneficiary Added Alert,24,1,0,WhatsApp
KYC Reminder,111,1,0,Push Notification
Payment Confirmation,109,1,1,Push Notification
Reward Points Update,173,0,0,Email
Login OTP,8,1,1,SMS
Transaction OTP,6,0,0,Email
Reward Points Update,60,0,1,Email
Beneficiary Added Alert,99,1,2,WhatsApp
Beneficiary Added Alert,109,0,0,WhatsApp
Monthly Statement,146,1,0,Push Notification
KYC Reminder,317,0,0,Push Notification
Reward Points Update,111,0,0,Email
Login OTP,11,1,0,SMS
Beneficiary Added Alert,102,1,0,WhatsApp
Credit Card Bill Reminder,182,1,0,Push Notification
Reward Points Update,43,1,0,Push Notification
Fraud Alert,43,0,2,SMS
Fraud Alert,115,0,1,SMS
Reward Points Update,76,1,0,Push Notification
Monthly Statement,162,0,2,Email
Credit Card Bill Reminder,275,1,1,Email
Monthly Statement,155,0,0,Email
Beneficiary Added Alert,93,1,0,WhatsApp
Reward Points Update,130,0,1,Email
Monthly Statement,166,0,1,Email
Monthly Statement,29,0,0,WhatsApp
Low Balance Alert,44,0,1,Email
Reward Points Update,72,0,0,Email
Login OTP,6,1,1,SMS
Beneficiary Added Alert,48,0,0,WhatsApp
Monthly Statement,194,1,0,Push Notification
Credit Card Bill Reminder,188,0,1,Email
Reward Points Update,183,0,1,Email
KYC Reminder,157,1,0,Push Notification
Monthly Statement,25,0,2,Email
Login OTP,6,1,1,SMS
Payment Confirmation,29,0,1,Email
Beneficiary Added Alert,107,0,0,WhatsApp
Login OTP,11,1,1,WhatsApp
Fraud Alert,86,1,0,SMS
Payment Confirmation,56,0,0,Email
Credit Card Bill Reminder,319,0,0,Email
Credit Card Bill Reminder,181,0,0,Email
Login OTP,9,0,0,SMS
Fraud Alert,108,1,1,SMS
KYC Reminder,298,1,0,Push Notification
Beneficiary Added Alert,28,1,0,WhatsApp
Payment Confirmation,195,1,0,Email
Reward Points Update,153,0,2,Email
Monthly Statement,143,0,3,Email
Beneficiary Added Alert,66,0,1,WhatsApp
Payment Confirmation,142,0,0,Email
Credit Card Bill Reminder,333,1,0,Email
Monthly Statement,136,1,0,WhatsApp
Low Balance Alert,47,1,0,Email
Monthly Statement,77,1,0,Push Notification
Beneficiary Added Alert,67,0,0,WhatsApp
Payment Confirmation,187,0,1,Email
KYC Reminder,109,1,1,Push Notification
Low Balance Alert,44,0,2,Email
Beneficiary Added Alert,62,1,0,WhatsApp
KYC Reminder,137,0,1,Push Notification
KYC Reminder,179,1,0,Push Notification
Beneficiary Added Alert,100,1,1,WhatsApp
KYC Reminder,100,0,2,Push Notification
Monthly Statement,109,1,1,Email
Login OTP,6,1,1,SMS
Reward Points Update,118,1,1,Email
Fraud Alert,88,1,0,SMS
Login OTP,6,1,1,SMS
Transaction OTP,5,1,0,Push Notification
KYC Reminder,249,1,2,WhatsApp
Low Balance Alert,108,0,0,Email
Beneficiary Added Alert,31,1,0,WhatsApp
Reward Points Update,131,1,0,Email
Reward Points Update,156,1,0,Email
KYC Reminder,331,1,0,Push Notification
Monthly Statement,121,0,0,Email
Reward Points Update,65,0,1,Email
KYC Reminder,349,1,2,Push Notification
Transaction OTP,11,0,0,Email
Beneficiary Added Alert,119,1,0,WhatsApp
Beneficiary Added Alert,120,1,1,WhatsApp
Low Balance Alert,21,0,1,Email
Credit Card Bill Reminder,181,1,1,Email
Low Balance Alert,32,1,0,Email
Login OTP,11,0,0,SMS
Beneficiary Added Alert,79,1,2,WhatsApp
Beneficiary Added Alert,71,1,0,WhatsApp
Beneficiary Added Alert,120,0,0,WhatsApp
Credit Card Bill Reminder,197,1,0,Push Notification
Payment Confirmation,68,1,0,Push Notification
Fraud Alert,31,0,1,SMS
Reward Points Update,111,1,0,Email
Reward Points Update,192,0,1,WhatsApp
Login OTP,10,1,1,SMS
Fraud Alert,31,1,0,SMS
Low Balance Alert,63,1,0,Push Notification
Payment Confirmation,143,1,0,Push Notification
Reward Points Update,57,0,1,Email
Beneficiary Added Alert,80,1,2,Email
Monthly Statement,37,1,2,Email
Low Balance Alert,120,1,1,Push Notification
Credit Card Bill Reminder,264,0,1,Email
Credit Card Bill Reminder,225,0,0,Email
Beneficiary Added Alert,52,0,1,WhatsApp
Fraud Alert,69,1,0,SMS
Fraud Alert,24,1,1,SMS
Reward Points Update,48,1,0,Email
KYC Reminder,227,0,0,Push Notification
Low Balance Alert,54,0,0,Email
KYC Reminder,130,0,1,WhatsApp
Payment Confirmation,142,1,1,Push Notification
Transaction OTP,11,0,0,Email
Payment Confirmation,103,1,0,Push Notification
Credit Card Bill Reminder,294,0,0,Email
Credit Card Bill Reminder,257,1,1,Email
Low Balance Alert,102,1,2,Push Notification
Beneficiary Added Alert,32,0,1,WhatsApp
Login OTP,11,0,2,SMS
KYC Reminder,340,1,0,Push Notification
Payment Confirmation,50,0,0,Email
Login OTP,11,0,0,SMS
Fraud Alert,34,0,1,SMS
KYC Reminder,206,1,1,Push Notification
Low Balance Alert,77,0,2,Email
Fraud Alert,58,1,0,SMS
Login OTP,10,1,1,SMS
Beneficiary Added Alert,93,1,0,WhatsApp
Login OTP,6,1,0,SMS
Beneficiary Added Alert,78,1,1,WhatsApp
Low Balance Alert,74,1,1,Email
Fraud Alert,110,0,0,SMS
KYC Reminder,180,1,0,Push Notification
Beneficiary Added Alert,119,0,1,WhatsApp
Low Balance Alert,65,1,2,Push Notification
Login OTP,7,1,1,SMS
Transaction OTP,11,0,0,Email
KYC Reminder,151,0,1,Push Notification
Low Balance Alert,55,1,0,Push Notification
Monthly Statement,144,1,1,Email
Transaction OTP,8,1,1,Push Notification
Login OTP,5,1,0,SMS
Low Balance Alert,95,1,1,Push Notification
Beneficiary Added Alert,118,1,1,WhatsApp
Fraud Alert,100,1,0,SMS
Credit Card Bill Reminder,164,0,0,Email
Payment Confirmation,42,1,1,Email
Login OTP,4,1,0,SMS
Transaction OTP,11,1,1,Push Notification
Transaction OTP,7,0,1,Email
Credit Card Bill Reminder,187,1,0,Email
Low Balance Alert,93,1,0,Push Notification
Monthly Statement,165,0,1,Email
Fraud Alert,74,0,2,SMS
Transaction OTP,7,1,0,Email
Reward Points Update,163,1,1,Email
Fraud Alert,47,0,2,SMS
Transaction OTP,6,1,0,Email
Transaction OTP,5,1,1,Push Notification
Credit Card Bill Reminder,294,0,0,Email
Transaction OTP,12,1,2,Email
Transaction OTP,9,1,1,Push Notification
Payment Confirmation,33,0,2,Email
Transaction OTP,10,1,0,Push Notification
Credit Card Bill Reminder,223,1,1,Email
Reward Points Update,184,1,0,Push Notification
Reward Points Update,57,1,0,Email
KYC Reminder,275,0,2,Push Notification
Credit Card Bill Reminder,137,0,0,Email
Low Balance Alert,39,1,0,Email
Payment Confirmation,93,0,0,Email
Beneficiary Added Alert,20,1,0,WhatsApp
Fraud Alert,106,0,0,SMS
Payment Confirmation,195,1,2,Push Notification
Beneficiary Added Alert,104,0,2,WhatsApp
KYC Reminder,229,1,0,Push Notification
Payment Confirmation,180,1,3,Email
Beneficiary Added Alert,71,0,0,WhatsApp
KYC Reminder,309,1,1,Push Notification
Login OTP,10,1,1,SMS
KYC Reminder,206,1,2,Email
Beneficiary Added Alert,98,0,1,WhatsApp
Payment Confirmation,177,1,1,Push Notification
Low Balance Alert,33,1,0,Push Notification
Credit Card Bill Reminder,262,1,2,WhatsApp
Fraud Alert,46,1,0,SMS
KYC Reminder,177,1,0,Push Notification
Beneficiary Added Alert,69,1,0,WhatsApp
Monthly Statement,92,0,1,Email
Transaction OTP,4,1,0,Push Notification
Fraud Alert,41,1,1,SMS
Credit Card Bill Reminder,255,1,0,Email
Low Balance Alert,103,1,0,Push Notification
KYC Reminder,240,1,1,Push Notification
Payment Confirmation,128,0,1,Email
Login OTP,7,1,0,SMS
Low Balance Alert,120,1,0,Email
Payment Confirmation,154,1,0,Email
Login OTP,7,1,0,SMS
Fraud Alert,69,1,2,SMS
Transaction OTP,12,1,0,Email
KYC Reminder,131,0,1,Push Notification
Monthly Statement,69,0,1,Email
Credit Card Bill Reminder,206,0,0,Email
Fraud Alert,57,0,0,SMS
Payment Confirmation,132,0,0,Email
Credit Card Bill Reminder,232,0,1,Email
Beneficiary Added Alert,38,1,0,WhatsApp
Reward Points Update,101,0,0,Push Notification
Beneficiary Added Alert,30,1,0,WhatsApp
Payment Confirmation,185,1,1,Push Notification
KYC Reminder,116,1,0,Push Notification
Fraud Alert,74,0,0,SMS
Transaction OTP,10,1,1,Push Notification
Beneficiary Added Alert,118,1,1,WhatsApp
Transaction OTP,9,0,2,Email
Payment Confirmation,39,1,1,Email
Login OTP,4,1,0,Email
Credit Card Bill Reminder,346,0,1,Email
KYC Reminder,106,1,0,Push Notification
Beneficiary Added Alert,114,0,0,WhatsApp
Beneficiary Added Alert,23,1,2,WhatsApp
KYC Reminder,184,0,1,Push Notification
Login OTP,5,1,0,SMS
Monthly Statement,48,0,1,Email
Reward Points Update,161,0,2,Email
Beneficiary Added Alert,94,1,2,WhatsApp
KYC Reminder,302,1,0,Push Notification
Credit Card Bill Reminder,170,0,2,Email
Low Balance Alert,107,0,0,Email
Fraud Alert,90,1,1,SMS
Credit Card Bill Reminder,327,0,0,Email
Transaction OTP,11,1,1,Email
Beneficiary Added Alert,104,1,1,WhatsApp
Payment Confirmation,150,1,1,Push Notification
Beneficiary Added Alert,85,0,1,WhatsApp
Beneficiary Added Alert,31,1,1,WhatsApp
Low Balance Alert,115,0,1,Email
Low Balance Alert,111,1,1,Email
Beneficiary Added Alert,93,1,0,WhatsApp
Payment Confirmation,161,1,2,Push Notification
Login OTP,6,1,0,SMS
Monthly Statement,137,1,1,Push Notification
Beneficiary Added Alert,58,1,0,WhatsApp
Beneficiary Added Alert,52,1,0,WhatsApp
KYC Reminder,265,1,1,Push Notification
Beneficiary Added Alert,83,1,0,WhatsApp
Credit Card Bill Reminder,229,0,1,Email
KYC Reminder,149,1,0,Push Notification
Fraud Alert,22,0,2,SMS
Monthly Statement,131,1,1,Email
Reward Points Update,146,0,0,Email
Login OTP,10,1,0,SMS
Reward Points Update,37,1,1,Push Notification
Transaction OTP,6,1,0,Push Notification
Fraud Alert,108,1,2,SMS
KYC Reminder,273,1,0,Push Notification
Reward Points Update,57,1,0,Push Notification
KYC Reminder,129,1,1,Push Notification
Monthly Statement,194,0,0,Email
Credit Card Bill Reminder,143,1,1,Email
Login OTP,9,0,0,SMS
Payment Confirmation,30,0,1,Email
Payment Confirmation,154,0,1,Email
Monthly Statement,128,1,1,Push Notification
Reward Points Update,127,1,0,Push Notification
KYC Reminder,348,0,2,Push Notification
KYC Reminder,116,0,0,Push Notification
Login OTP,9,0,1,SMS
Transaction OTP,4,1,1,Email
Credit Card Bill Reminder,119,1,1,Push Notification
Beneficiary Added Alert,104,0,0,WhatsApp
Beneficiary Added Alert,39,0,0,WhatsApp
Payment Confirmation,150,0,2,Email
Low Balance Alert,81,1,1,Email
Monthly Statement,125,1,1,Push Notification
Credit Card Bill Reminder,187,1,1,Push Notification
Credit Card Bill Reminder,305,1,0,Push Notification
Payment Confirmation,63,1,2,Email
KYC Reminder,197,1,0,Push Notification
Transaction OTP,11,0,0,Email
Fraud Alert,60,1,0,SMS
KYC Reminder,237,1,0,Push Notification
KYC Reminder,175,1,0,Push Notification
KYC Reminder,210,1,0,Push Notification
Monthly Statement,21,1,1,Push Notification
Transaction OTP,5,1,0,Email
Monthly Statement,34,1,0,Push Notification
Reward Points Update,89,1,0,Push Notification
Credit Card Bill Reminder,268,0,3,Email
Transaction OTP,4,1,0,Push Notification
Reward Points Update,135,1,1,Push Notification
Transaction OTP,10,0,3,Email
Fraud Alert,53,0,2,SMS
Low Balance Alert,52,1,1,Push Notification
Credit Card Bill Reminder,172,0,0,Email
Login OTP,12,1,2,SMS
Low Balance Alert,97,0,1,Email
Monthly Statement,195,0,0,Email
Transaction OTP,6,1,0,Push Notification
Credit Card Bill Reminder,153,1,0,Push Notification
Monthly Statement,38,1,0,Push Notification
Payment Confirmation,184,0,0,Email
Credit Card Bill Reminder,127,0,1,Email
KYC Reminder,231,1,1,Push Notification
Credit Card Bill Reminder,169,0,1,Email
Low Balance Alert,55,1,1,Email
Payment Confirmation,86,0,2,Email
Credit Card Bill Reminder,203,1,0,Push Notification
Credit Card Bill Reminder,304,0,1,Email
Fraud Alert,26,0,2,SMS
Payment Confirmation,71,1,0,Email
Fraud Alert,55,1,1,SMS
Fraud Alert,38,0,1,SMS
Payment Confirmation,108,0,1,Email
Low Balance Alert,64,1,0,Push Notification
Beneficiary Added Alert,59,0,1,WhatsApp
Login OTP,10,0,0,SMS
Low Balance Alert,93,1,1,Email
Reward Points Update,126,1,0,Push Notification
Credit Card Bill Reminder,296,0,1,Email
Beneficiary Added Alert,49,1,1,WhatsApp
Beneficiary Added Alert,112,0,0,WhatsApp
Monthly Statement,137,0,1,Email
KYC Reminder,216,1,0,Push Notification
Low Balance Alert,76,1,0,Email
Credit Card Bill Reminder,111,0,2,Email
Low Balance Alert,20,1,1,Email
Fraud Alert,104,1,1,SMS
Beneficiary Added Alert,120,1,0,WhatsApp
Login OTP,9,1,0,SMS
Payment Confirmation,198,0,0,Email
Fraud Alert,120,1,2,SMS
Transaction OTP,8,0,1,Email
Monthly Statement,109,1,0,Email
Credit Card Bill Reminder,262,1,1,Email
Low Balance Alert,32,0,0,Email
Transaction OTP,8,1,0,Push Notification
Monthly Statement,89,1,1,Push Notification
KYC Reminder,266,1,0,Push Notification
Login OTP,8,1,1,WhatsApp
Monthly Statement,68,1,0,Push Notification
Fraud Alert,69,1,1,SMS
Beneficiary Added Alert,71,1,0,WhatsApp
Credit Card Bill Reminder,211,1,0,Push Notification
Login OTP,9,0,0,SMS
Beneficiary Added Alert,32,0,0,WhatsApp
Login OTP,11,0,0,WhatsApp
Payment Confirmation,127,1,0,Push Notification
Low Balance Alert,34,0,1,Email
Login OTP,12,1,2,SMS
KYC Reminder,324,1,0,SMS
Login OTP,6,1,1,SMS
Low Balance Alert,112,1,1,Push Notification
Fraud Alert,69,1,0,SMS
Payment Confirmation,137,1,0,Email
Payment Confirmation,112,1,2,Push Notification
Login OTP,12,0,2,SMS
Login OTP,12,0,1,SMS
Beneficiary Added Alert,39,0,0,WhatsApp
Reward Points Update,39,0,0,Email
KYC Reminder,212,1,0,Push Notification
KYC Reminder,299,1,0,Push Notification
Login OTP,4,1,0,SMS
Monthly Statement,33,1,1,SMS
Beneficiary Added Alert,57,1,0,WhatsApp
Fraud Alert,74,0,0,SMS
Monthly Statement,177,1,0,Email
KYC Reminder,322,0,2,Push Notification
Reward Points Update,106,1,0,Push Notification
Credit Card Bill Reminder,308,1,1,Email
Payment Confirmation,98,0,1,SMS
Low Balance Alert,36,0,0,Email
Fraud Alert,45,0,0,SMS
Fraud Alert,76,0,1,SMS
Low Balance Alert,63,1,2,Email
Monthly Statement,167,1,1,Email
KYC Reminder,327,1,0,Push Notification
Fraud Alert,91,0,0,SMS
Payment Confirmation,176,0,2,Email
Reward Points Update,67,0,2,Email
Login OTP,12,0,0,SMS
Payment Confirmation,124,0,1,Email
KYC Reminder,339,0,1,Push Notification
Reward Points Update,22,0,2,Email
Login OTP,7,0,1,SMS
Credit Card Bill Reminder,136,1,1,Push Notification
Payment Confirmation,84,0,1,Email
Reward Points Update,187,0,1,Email
Monthly Statement,173,1,2,Push Notification
Reward Points Update,146,1,1,Email
Monthly Statement,78,1,1,Email
Login OTP,11,1,1,SMS
Transaction OTP,4,1,0,Push Notification
Transaction OTP,12,1,2,Push Notification
Credit Card Bill Reminder,242,1,1,Email
Credit Card Bill Reminder,201,1,1,Push Notification
Monthly Statement,87,0,0,Email
Beneficiary Added Alert,95,1,1,WhatsApp
Transaction OTP,4,1,0,Push Notification
Login OTP,6,1,1,SMS
KYC Reminder,229,1,2,Push Notification
Login OTP,4,1,0,SMS
Payment Confirmation,20,1,1,Email
Login OTP,4,0,0,SMS
Monthly Statement,181,0,0,Email
Beneficiary Added Alert,52,1,1,WhatsApp
Transaction OTP,11,0,1,Email
Monthly Statement,159,1,0,Email
Beneficiary Added Alert,49,1,1,WhatsApp
Fraud Alert,44,1,1,SMS
Credit Card Bill Reminder,212,1,0,Push Notification
Transaction OTP,12,1,0,Email
Beneficiary Added Alert,105,0,0,WhatsApp
Credit Card Bill Reminder,303,1,1,Push Notification
Credit Card Bill Reminder,284,1,1,Push Notification
Login OTP,7,1,0,SMS
